label,sms
ham,Haha... can... But i'm having dinner with my cousin...   
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola   "
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386    
ham,Mm you ask him to come its enough :-)   
ham,Yup ok thanx...   
ham,Ok I'm gonna head up to usf in like fifteen minutes   
ham,No just send to you. Bec you in temple na.   
ham,Ok i juz receive..   
ham,Are you not around or just still asleep? :V   
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy   
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service   "
ham,"Not sure yet, still trying to get a hold of him   "
ham,Well obviously not because all the people in my cool college life went home ;_;   
ham,Huh? 6 also cannot? Then only how many mistakes?   
ham,Yes when is the appt again?   
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....   "
ham,Thanks for ve lovely wisheds. You rock   
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*   "
ham,"Yes, i'm small kid.. And boost is the secret of my energy..   "
ham,"\Pete can you please ring meive hardly gotany credit\""""   "
ham,Onum ela pa. Normal than.   
ham,happened here while you were adventuring   
ham,Ok which your another number   
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?   "
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...   "
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.   
ham,Lmao. Take a pic and send it to me.   
ham,Not a drop in the tank   
ham,Wherre's my boytoy ? :-(   
ham,Hi where you. You in home or calicut?   
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!   "
ham,Sos! Any amount i can get pls.   
ham,"Arms fine, how's Cardiff and uni?    "
ham,"Sorry, I'll call later ok bye   "
ham,I have to take exam with march 3   
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.   
ham,R we going with the  &lt;#&gt;  bus?   
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu   "
ham,"Maybe westshore or hyde park village, the place near my house?   "
ham,I'm aight. Wat's happening on your side.   
ham,Tell where you reached   
ham,"\Wen u miss someone  the person is definitely special for u..... But if the person is so special  why to miss them  just Keep-in-touch\"" gdeve.."""
ham,I love to wine and dine my lady!   
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..   
ham,Do you know when the result.   
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call   "
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM   
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!   
ham,Nice.nice.how is it working?   
ham,"K, want us to come by now?   "
ham,Really good:)dhanush rocks once again:)   
ham,Oh baby of the house. How come you dont have any new pictures on facebook   
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june.    "
ham,"that would be good ‰Û_ I'll phone you tomo lunchtime, shall I, to organise something?   "
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""   "
ham,K I'll be there before 4.   
ham,Ha ha cool cool chikku chikku:-):-DB-)   
ham,Just wait till end of march when el nino gets himself. Oh.   
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm   "
ham,Pls send me your address sir.   
ham,Wat time do u wan 2 meet me later?   
ham,K.:)you are the only girl waiting in reception ah?   
ham,ÌÏ dun need to pick ur gf?   
ham,You call him now ok i said call him   
ham,1's finish meeting call me.   
ham,Hey... Very inconvenient for your sis a not huh?   
ham,"Goodmorning,my grandfather expired..so am on leave today.   "
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.   
ham,No i am not having not any movies in my laptop   
ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?   
ham,Tell me again what your address is   
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.   "
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.   "
ham,K. I will sent it again   
ham,O was not into fps then.   
ham,Huh y lei...   
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.   
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow   
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you   
ham,"It's ok, at least armand's still around   "
ham,I liked your new house   
ham,Sorry . I will be able to get to you. See you in the morning.   
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688   
ham,Great. P diddy is my neighbor and comes for toothpaste every morning   
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy   "
ham,"I'll see, but prolly yeah   "
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant   
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)   
ham,Sorry. || mail? ||    
ham,Oh k.k..where did you take test?   
ham,India have to take lead:)   
ham,I'm in town now so i'll jus take mrt down later.   
ham,"I'm in a meeting, call me later at   "
ham,Nope... C Ì_ then...   
ham,Goin to workout lor... Muz lose e fats...    
ham,Happy New Year Princess!   
ham,Cos i want it to be your thing   
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply   "
ham,Webpage s not available!   
ham,And whenever you and i see we can still hook up too.   
ham,"How about clothes, jewelry, and trips?   "
ham,Thank you princess! I want to see your nice juicy booty...   
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...   
ham,"Ask g or iouri, I've told the story like ten times already   "
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p   
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..   
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""   "
ham,"No my blankets are sufficient, thx   "
ham,I will see in half an hour   
ham,"Just checked out, heading out to drop off my stuff now   "
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""   "
ham,"Hiya, probably coming home * weekend after next   "
ham,i thought we were doing a king of the hill thing there.   
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com   "
ham,K..i deleted my contact that why?   
ham,Yes :)it completely in out of form:)clark also utter waste.   
ham,I want to be there so i can kiss you and feel you next to me   
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.    
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint   
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you   "
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...    "
ham,K..u also dont msg or reply to his msg..   
ham,"Sorry, I'll call later   "
ham,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?   
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""   "
ham,I keep ten rs in my shelf:) buy two egg.   
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693   
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""   "
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?   
ham,K.:)do it at evening da:)urgent:)   
ham,"Total disappointment, when I texted you was the craziest shit got :(   "
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.   
ham,I'm in class. Will holla later   
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893   
ham,Did u got that persons story   
ham,"Cool, text me when you're ready   "
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE   
ham,Why you Dint come with us.   
ham,I'm stuck in da middle of da row on da right hand side of da lt...    
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL   "
ham,You will go to walmart. I.ll stay.   
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?   
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.   "
ham,"I've got ten bucks, jay is being noncomittal   "
ham,I gotta collect da car at 6 lei.   
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.   
ham,Sure! I am driving but will reach my destination soon.   
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes   
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..   
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit   "
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer   
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.   "
ham,Well that must be a pain to catch   
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.   
ham,Should i send you naughty pix? :)   
ham,"Awesome, that gonna be soon or later tonight?   "
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO    
ham,Just got outta class gonna go gym.   
ham,I'm awake oh. What's up.   
